clean,retweet_count,favorite_count,num_hashtags,num_urls,num_mentions,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,url_ratio,hashtag_ratio,mention_ratio,entropy,wavelet_avg,label
"""Tengo una alegria immensa por vivir...Rebellion con todo lo que te encadena...Yo soy la� http://t.co/QsvWUvyliR",7,8,0,1,0,Elisa D'Ospina,ElisaDospina,18665,12561,3442,16358,110,http://t.co/ceK8TovxwI,0.008928571,0,0,4.506865916,-0.068699598,bot
viva los cuatro guapo de liverpool! :),0,0,0,0,0,Diogo Freire,ditorelo,1913,300,193,54,8,http://t.co/qNt9xshDfg,0,0,0,3.895714935,0.022775391,human
"Gran frase de @MrtxllOC: El mundo es un libro, y quienes no viajan, leen s�lo una p�gina...... #viajar",1,0,1,0,1,Sergio GonzÃ¡lez,sergon2000,1767,98,154,14,6,http://t.co/DE0liNQlOJ,0,0.009803922,0.009803922,4.438047805,0.001479715,human
RT @AlejandroSanz: Por fin reconocen mi verdadero talento ,1171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017241379,4.083949047,-0.040828971,bot
�Qu� grandes museos de arte ha visitado?,0,0,0,0,0,Enrique Kates,eckates,11405,819,2000,0,19,http://t.co/gAa6cVM0Fe,0,0,0,3.965311532,0.053000103,bot
@Monochroma_Keys Fuvkdamn... Yo no digo nada de lo que har�s con el de Link o en su caso Sonic,0,0,0,0,1,Vâˆ†N,Kuiggert,11525,239,431,756,3,http://t.co/1wVeQaMOMy,0,0,0.010638298,4.214096822,-0.044121798,human
CONGRATS RT @ArmandoCorrea .@SantaDiablaTV es el debut de @AaronDiazMX como la nueva estrella de @Telemundo Se anotaron un gol con Aaron!,0,0,0,0,4,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.02919708,4.408568623,0.058055314,human
@Mayans_Fiver @Uri_Fiver @YouTube que fuerte... ,0,0,0,0,3,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0.0625,4.222794209,-0.058984369,human
entonce tampoco hay clases ma�ana.. #GraduacionTeVeoLejos,0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.01754386,0,4.194572857,0.003033149,bot
Es mas facil ser un Rey sin corona que una Persona mas normal*.,0,0,0,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0,3.862988503,0.058870587,bot
juan pablo no entiende que no lo voy a aceptar en bbm no?,0,0,0,0,0,Carla Viteo,CarlaViteo,55,4,43,0,0,0,0,0,0,3.761747691,-0.061416828,bot
"Lo que faltaba es que me ponga a escuchar where are you now, chau mundo",0,0,0,0,0,Traci Clemmens,TraciClemmens,72,3,39,0,0,0,0,0,0,3.9604241,-0.020956975,bot
Gnte que tirarea por wassap y luego jonan plomo,0,0,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.90599431,0.016474826,human
@TurnoCu4tro Gracias.,0,0,0,0,1,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0.047619048,3.880179923,0.033892667,human
Un aplauso!!! A los que votaron por el PLD!! quee vivannn!!!! 18% de ITBIS y duplicar los impuestos a las bebidas ... http://t.co/hYR3TEtq,0,0,0,1,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0.007246377,0,0,4.720388961,0.01262304,bot
A lo mejor esta un poco loca ??,0,0,0,0,0,Denae Bermudez,DenaeBermudez,62,5,42,0,0,0,0,0,0,3.62319228,0.010710039,bot
Hoy con miguel estamos en el pasillo y yo lo cagaba a palos por que,0,0,0,0,0,Sue Fluhman,SueFluhman,71,4,48,0,0,0,0,0,0,3.773795999,-0.049783706,bot
"Qui�n tiene una familia, tiene un tesoro. http://t.co/c1PPVx579X",0,0,0,1,0,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0.015625,0,0,4.515472955,0.040861674,human
RT @96Becky: @beparmurma de nada! http://t.co/xMe0GIHsiq,1,0,0,1,2,Beatriz â�?€ â˜ƒ,beparmurma,28817,854,556,216,12,http://t.co/iGJXK6V59r,0.017857143,0,0.035714286,4.894508217,-0.074785758,human
Tinininini Los Bonitos !!! like a virgen ~,0,0,0,0,0,Shandra Santory,ShandraSantory,35,8,40,0,0,0,0,0,0,3.662054697,-0.016709337,bot
A dormir con mi peludito lindo :),0,0,0,0,0,Sarita Pantoni,SaritaPantoni,73,6,39,0,0,0,0,0,0,3.70304071,-0.064939194,bot
Vomito y tupia? #YEtaLiga,0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.04,0,3.803074189,0.020067188,bot
"RT @HayQueSaberlo: Un vaso de vino tinto al d�a ayuda a prevenir la depresi�n, la ansiedad y el estr�s.",171,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.009708738,4.210575718,-0.045866352,bot
RT @murciailustra: Oficialmente ya ha comenzado la III Muestra de Ilustradores http://t.co/tUAmXDrfbP,1,0,0,0,1,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0.00990099,4.647197643,0.039978678,human
Dicen que es mala la nicotina pero es Peor la Soledad.. Sos rescatame!,2,0,0,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0,3.955310653,0.056465756,bot
le arruinan el cumplea�os a mi justino y se arma la guerra wachos,0,0,0,0,0,Cody Starcic,CodyStarcic,73,5,48,0,0,0,0,0,0,3.871787721,-0.030542062,bot
"A m� no me andes mandando besos, a mi vienes aqu� y me los das. #DiaInternacionaldelBeso http://t.co/DkxBuP84o5",1,5,1,0,0,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0.009009009,0,4.547215953,-0.070467103,human
M�s desabrido que duraznos del @lidercl,0,0,0,0,1,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0,0,0.025641026,3.914019053,-0.031799042,human
@CigarOfMathieu es muy temprano,0,0,0,0,0,david,Danilology,6705,341,185,1012,4,0,0,0,0,4.171465262,0.084924558,human
Jajaja Andrea se lleva una foto de Samuel! ,0,3,1,0,0,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0.023255814,0,3.797985396,0.021756692,human
Hoy mat� a alguien!!,0,0,0,0,0,Melinda Cunas,MelindaCunas,75,7,48,0,0,0,0,0,0,3.746439345,-0.100689815,bot
Gente q llegan a tu Vida para arruinartela asi de simple! #regretsRegrets #HTV y dejame en paz get your own friends and family!!!,0,0,2,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.015503876,0,4.206069102,0.025697215,bot
#MotherDaughter (@ Luanne Mont�s Peluquer�a w/ @sidoanna) http://t.co/TZiJ6mjxab,0,0,1,1,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0.0125,0.0125,0.0125,4.879426965,0.032602273,bot
Es decir su nombre y derrepente se conecta.,0,1,0,0,0,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0,3.753796221,0.027214409,human
Quero ver a mancha logo porra kk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.640319531,-0.025676767,bot
Para eso quieren ir a plaza cumbres no mames pinches ni�os de secundaria peliandoce.,0,0,0,0,0,Joana Kleinmann,JoanaKleinmann,42,8,36,0,0,0,0,0,0,3.951688401,-0.018788856,bot
Que alegria me da cuando a mis amigos le salen bien las cosas :D,0,0,0,0,0,Elsa Sharples,ElsaSharples,43,3,38,0,0,0,0,0,0,3.720011658,-0.064646577,bot
"@PavloGarvia hombre si lo ves as�... Es un d�a mas. Pero tambi�n te pagan por hacer bien tu trabajo, yo no percibo na a fin de mes",0,0,0,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0.007692308,4.237637151,-0.017020982,human
Que manera de cargar a Nest :),0,0,0,0,0,Destiny Wansing,DestinyWansing,63,1,41,0,0,0,0,0,0,3.577747163,0.043286045,bot
"Vaya tela el penalty, to ficticio...",0,1,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.708003044,-0.018490501,human
1:01 #A rreglemos todo!!,0,0,1,0,0,Glendora Goyer,GlendoraGoyer,69,0,26,0,0,0,0,0.041666667,0,3.855388542,-0.008806105,bot
"@RiverFrann @TomasFolmer @yazz_salinas Te puedo regalar la que tengo, pero comprar esta caro.",2,2,0,0,2,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0.021505376,4.25907177,0.012929805,human
Buenas y sensuales noches a todos.,0,0,0,0,0,Fidelia Bulkeley,FideliaBulkeley,78,5,55,0,0,0,0,0,0,3.57616643,-0.016050396,bot
Le re pinta el descanso a lourdes ,0,0,0,0,0,Romona Robichaud,RomonaRobichaud,59,5,40,0,1,0,0,0,0,3.594201079,-0.023902187,bot
"Manuel Valls y Tim Cook, en �Qu� tendr� que ver? http://t.co/aUtEyw9EKT v�a @La_SER Un buen momento de radio",0,0,0,1,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.009259259,0,0.009259259,4.884005157,-0.008498761,human
@MonaEspos Que fotos hermosas que tenes gracias por subir,1,0,0,0,1,Marco,PeterLaliOK,9053,243,965,272,0,,0,0,0.01754386,4.010533822,0.009145996,bot
"RT @FilosofiaTipica: ""No quiero a una persona perfecta, s�lo quiero a alguien para hacer tonter�as, alguien que me trate bien y que le enca�",132,0,0,0,1,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0.007142857,4.231448311,-0.060185721,human
"Pero bueno, hasta nunkiiiiiii ",0,0,0,0,0,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0,3.56001153,0.019092212,human
Me planteo si ir o no ma�ana clase.,0,0,0,0,0,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0,3.657117662,-0.105204624,human
Empez� marzo y todas las sensaciones a flor de piel ??????,0,0,0,0,0,Albertine Sasson,AlbertineSasson,45,2,33,0,0,0,0,0,0,3.956035049,0.029136949,bot
RT @arteycultura: �A�n no sabes a d�nde ir? El @anahuacalli tiene un gran concierto con la Sinf�nica de Coyoac�n. 12h. http://t.co/UFvAbrdG�,16,0,0,0,2,Somer Graner,SomerGraner,78,7,40,0,0,0,0,0,0.014285714,4.684097529,-0.018533448,bot
aver ROSAS ROJAS con godoy olor a culo :s,0,0,0,0,0,Darcy Vost,DarcyVost,65,7,50,0,0,0,0,0,0,3.936462675,-0.031007844,bot
@MariaConchita_A�Good night brave warrior. Estoy orgulloso de ti. Beso,0,0,0,0,1,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.014285714,4.404023646,-0.056482167,human
Hay temporadas en las que estoy "desocupado" y otras en la que se alinean los astros y me vienen todos los encargos de golpe. No lo entiendo,0,1,0,0,0,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0,3.908997448,-0.017591139,human
Ahora sisi estoy escuchando vuelvo a casa,0,0,0,0,0,Marco,PeterLaliOK,9053,243,965,272,0,,0,0,0,3.79075125,-0.048224584,bot
RT @alivve_: @KatiaKatxx JAJAJAJA pos la mato,1,0,0,0,2,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0.044444444,4.030198929,-0.049253685,human
"Estopa es bien, muy muy bien",0,0,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.722907494,0.009775544,human
Negrrooooo muchas felicidadeeesss!!!! Te adorooo! Tu ereee lo ma zeeezii!!! :* pasa un dia super!! Muaaa! Exitos! @RomerBritoRuiz,0,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.007751938,4.214659089,-0.044114407,bot
RT @ytuquesabes_: #FelizNavidad a todos los votantes e integrantes del @PPopular #TodosContraLaPobrezaInfantilM4 http://t.co/VbEyxHajH7,142,0,2,0,2,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0.014814815,0.014814815,4.875026381,-0.039705077,human
"RT @Miss_Bedolla: Ser�s mi novio, pero no mi patr�n.",2,0,0,0,1,Paulina Benitez,VanessaBeniteez,18462,1060,557,2500,2,http://t.co/JnX6hMGM6E,0,0,0.019230769,4.342186055,-0.103220373,human
@stefanysolanch primero tngo q ir pal salonnn y darme un deee todooo!,0,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.014492754,4.023825939,-0.021040075,bot
Cade a keterlin porra?,0,0,0,0,0,Ileana Shamburg,IleanaShamburg,35,5,38,0,0,0,0,0,0,3.594906618,0.043454851,bot
RT @PolisNacionales: Polic�a fuera de servicio detiene a uno de los atracadores m�s buscado http://t.co/yIP526N3jl http://t.co/X1LejMxyoF,12,0,0,1,1,0,0,0,0,0,0,0,0,0.00729927,0,0.00729927,4.799002429,-0.008062793,bot
@Alemanricu gracias :'D,0,0,0,0,1,Gabi,yamineftis,12987,273,116,17132,1,http://t.co/B3FkCIoZaC,0,0,0.043478261,3.96900163,-0.048517151,human
"""Hay momentos en los que, miras atr�s, y no sabes exactamente qu� pas�. S�lo sabes que, desde que pas�, nada volvi� a ser lo mismo.""",0,0,0,0,0,Leta Carlow,LetaCarlow,45,7,39,0,0,0,0,0,0,4.206105023,-0.011224011,bot
RT @MoriDeRisaReal: Historial Google mujer: Porno Posiciones Juegos sexuales Historial Google hombre: Poemas Canciones de amor�,14492,0,0,0,1,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0.007874016,4.316295882,-0.097327757,human
"Toda la novela estuvo muy interesante, y no me perd� ning�n cap�tulo. Y me gust� que al final, Anastasia y Renato quedaran juntos. #DDP",0,0,1,0,0,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0.007407407,0,4.360794312,-0.011632332,human
@FanistonGirl mal. tengo que ir al colegio :(,0,1,0,0,1,cxrmen,anistonbeckett,103921,2902,660,1619,34,https://t.co/ngPsgYZEPC,0,0,0.022222222,4.071494275,-0.085715369,human
Claro yo extra�o @JuanOrtega07 RT @OmiVillalona: Se val� que extra�es alguien por BBM?,1,0,0,0,2,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.023255814,4.554765157,-0.115745614,bot
#AGREE hahaah! RT @brahianneck: si tu mama nunca fue al colegio pk hiciste un desorden... #fracasastecomohijo,0,0,2,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.018348624,0,4.461281032,-0.034047203,bot
RT @torrrente: �LTIMA HORA: Diego Costa no jugar� ante el M�laga porque tiene mercaillo el domingo.,588,0,0,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0.01010101,4.471062566,-0.083702468,human
RT @elcosodelapizza: T�pico es acostarse tarde y arrepentirse al otro d�a. Y repetirlo todos los d�as. Porque boludo se nace.,5797,0,0,0,1,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0.008,4.123871593,-0.04134982,human
Everyone loves boners,0,1,0,0,0,Omar,Sallamania,28920,679,319,2169,3,0,0,0,0,3.308751351,0.005582902,human
Mi mundo es peligroso pero te voy a cuidar...?,0,0,0,0,0,Latonya Goodlet,LatonyaGoodlet,311,59,818,0,1,0,0,0,0,4.04803363,-0.013450981,bot
RT @acciotris_: As� estoy yo desde que he visto Vikings y as� voy a estar el resto de la eternidad http://t.co/g9MTuVVNVR,1,0,0,0,1,Isa,whatisasays,12413,960,513,1258,6,http://t.co/QZofenSIfc,0,0,0.008264463,4.461496215,-0.038086019,human
Se le aguan los ojos a uno :),0,0,0,0,0,Georgianne Luk,GeorgianneLuk,58,3,44,0,0,0,0,0,0,3.395692307,-0.088017784,bot
"Preg�ntate si lo que estas haciendo hoy, te llevara a donde quieres estar ma�ana.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.032903231,-0.061060529,bot
No al caldo moderno.,0,1,0,0,0,Carmela Noa,CarmelaNoa,140,296,345,0,1,,0,0,0,3.38418372,0.001240702,bot
1:01 #A rreglemos todo!!,0,0,1,0,0,Rebeca Grise,RebecaGrise,43,7,31,0,0,0,0,0.041666667,0,3.855388542,-0.008806105,bot
RT @radionica: Continuamos en nuestro especial festivo escuchando lo mejor de @cerati y @SodaStereoWeb �Qui�nes nos acompa�an? http://t.co/�,19,0,0,0,3,Sue Fluhman,SueFluhman,71,4,48,0,0,0,0,0,0.021428571,4.52192194,-0.042562213,bot
"Yo esta noche queria estar relajada.. ver algo que me gustase mucho mucho y dormir y dormir.... y no, imposible del todo :(",0,2,0,0,0,Beatriz â�?€ â˜ƒ,beparmurma,28817,854,556,216,12,http://t.co/iGJXK6V59r,0,0,0,4.211313159,-0.102799115,human
"Y un mont�n de algod�n sucio, con el maquillaje. LOL",0,0,0,0,0,Lourdes Reisz,LourdesReisz,37,5,38,0,0,0,0,0,0,4.115754564,0.006860692,bot
que duele mas que el amor. �JAJAJ�!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.797020432,-0.061805755,bot
No cagar en casa ajena..Por miedo a que escuchen tus PedosXD,0,1,0,0,0,Kristi Seegert,KristiSeegert,43,2,37,0,0,0,0,0,0,4.006356848,-0.050384453,bot
oh me pongo emo con esa song,0,0,0,0,0,Nancee Tipping,NanceeTipping,58,6,42,0,0,0,0,0,0,3.145593314,0.013863872,bot
RT @pacoach_: @chidochidochido �Ya conoces este podcast? embedded.fm He escuchado 2 y me ha gustado.,1,0,0,0,2,Chris White,stoneymonster,5439,342,95,165,12,http://t.co/LmMjyOPLg1,0,0,0.02,4.232398316,-0.063529785,human
A mas tierno,0,0,0,0,0,Mi Heron,MiHeron,61,6,43,0,0,0,0,0,0,3.418295834,0.111562799,bot
RT @Alfredo: El matrimonio se invent� porque nuestros ancestros no encontraron la forma de que una sola persona pueda poner un cubrecolch�n,24,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.007194245,4.126639305,-0.017180823,bot
@Monochroma_Keys NO. PORQ... PORQ ESOS DATOS SE QUEDAN!! 8D,0,0,0,0,1,Vâˆ†N,Kuiggert,11525,239,431,756,3,http://t.co/1wVeQaMOMy,0,0,0.016949153,4.5160466,-0.058290858,human
"Ma�ana volvemos a la rutina. Dale loco, dale",0,0,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.822704063,0.022485727,human
Alguien venga al colectivo y ubique a las chicas les est�n pasando sus n�meros de cel a los pibes que est�n aca y yamila esta pasando el m�o,0,0,0,0,0,Carlita Nassimi,CarlitaNassimi,49,2,42,0,0,0,0,0,0,4.015889866,0.014038854,bot
Y el perro guau guau y el pollito p�o!,0,0,0,0,0,The Legend,TheLegendPR,2323,158,152,744,3,http://t.co/Ctvmxny1Dn,0,0,0,3.576617645,0.015833429,human
"RT @Nosoychistuit: ""Pap�, quiero un iPhone."" �Cu�l es la palabra m�gica? Diana. �Diana? S�, la secretaria, tu amante. �iPhone 5S o�",4692,0,0,0,1,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0.007633588,4.615516332,-0.011239566,human
Hoy me puse una crema que quita 10 a�os de encima.,0,0,0,0,0,Karole Bors,KaroleBors,77,7,43,0,0,0,0,0,0,3.941984511,8.58E-05,bot
@mikyroda �siguen hablando las paredes?,0,0,0,0,1,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.025641026,4.160420091,-0.028347393,human
RT @pnud: En #Chile concluye con �xito Primer Encuentro sobre especies invasoras y �reas protegidas http://t.co/D4aCLUq778 cc: @PNUDChile,7,0,1,1,2,0,0,0,0,0,0,0,0,0.00729927,0.00729927,0.01459854,4.807555481,-0.048522005,bot
http://t.co/CmlOGqyIbB @beltranp Esta es la mejor!,1,0,0,1,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.02,0,0.02,4.559079571,0.102021167,human
"RT @_ArteDeLaGuerra: La estrategia requiere inteligencia, la t�ctica observaci�n. - Max Euwe",29,0,0,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0.010869565,4.40818046,0.004763962,human
#NowPlaying la canci�n Give It Away de Red Hot Chili Peppers en #Spotify No dejo las malas costumbres. Ah� va! http://t.co/tLo3yj1im2,0,1,2,1,0,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.007518797,0.015037594,0,4.842283358,0.024735204,human
Hoy es el cumple de sebasss y nos vamos a bs as con mama y papa lo dejamos solitoo jaja,0,0,0,0,0,Kyle Margison,KyleMargison,77,3,41,0,0,0,0,0,0,3.652926009,0.012153616,bot
y entonce loco? #MyFaceEverydayToSomePeople http://t.co/RWerUUHKmR,1,1,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.015151515,0,4.583691514,-0.027691939,bot
"@joserivera_B igual ta cuadrada, si solo Blatter debe verse (?)",0,0,0,0,1,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0,0,0.015873016,4.116702592,0.074575336,human
RT @PedroFerriz: El Papa reducir� el tiempo en el Purgatorio de sus seguidores de Twitter http://t.co/OAgmpdrdvV,51,0,0,1,1,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0.008928571,0,0.008928571,4.477541116,-0.039748192,human
Y el cielo amanecio oscuro como mis penas ,0,0,0,0,0,MannÃ½â„¢,v1ck_mendoza,9898,109,111,7922,2,0,0,0,0,3.522571589,-0.07516047,human
"""@CinSuazoG: :) buenas noticiaaas!""saluuuuuhhh! Tirame por algun lao plz!",0,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.01369863,4.343331579,-0.002212661,bot
He estado en un #bar llamado Duffys. Me encantan estos bares de barrio donde puedes tomarte unas cerves y charlar tranquilamente. #toronto,0,0,2,0,0,Sergio GonzÃ¡lez,sergon2000,1767,98,154,14,6,http://t.co/DE0liNQlOJ,0,0.014492754,0,4.090967031,-0.016191524,human
@IvaanBola claro cabron si ya le has superao jajajaja,0,1,0,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0.018867925,3.779161728,-0.036638188,human
"RT @SergioNovelli: Ya est� en Gaceta intervenci�n y suspensi�n d polic�as d Tinaco,Cojedes, d Zaraza,Gu�rico, d La Ceiba,Trujillo y d Crist�",16,0,0,0,1,Neda Khang,NedaKhang,73,8,44,0,0,0,0,0,0.007142857,4.580476404,-0.031102726,bot
RT @TaaniaDerfler1: Que buena noche la de anoche y la de hoy la veo venir re bien tambien ,5,0,0,0,1,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0.011111111,3.993464754,-0.018303497,human
"Jajaja parce, a lo bien que esa vieja lo que quiere es tubito del man.",0,0,0,0,0,Tammi Auguste,TammiAuguste,54,3,32,0,0,0,0,0,0,3.907257305,-0.001696198,bot
Hoy me toca seguir jugando el "Juego de la Ventana" D:,0,0,0,0,0,Elinore Jimenes,ElinoreJimenes,78,3,40,0,0,0,0,0,0,4.077047522,-0.028073223,bot
Me siento como en Venecia! :p,0,0,0,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0,3.591461824,-0.063345977,bot
RT @serienfurecidos: No s� para que tanto revuelo si al final el trono de #GameOfThrones va a ser para �l http://t.co/RxqX0S7fIO,169,0,1,0,1,Isa,whatisasays,12413,960,513,1258,6,http://t.co/QZofenSIfc,0,0.0078125,0.0078125,4.576444655,-0.011907046,human
El que quiere te busca asi de simple.,0,0,0,0,0,Paulina Benitez,VanessaBeniteez,18462,1060,557,2500,2,http://t.co/JnX6hMGM6E,0,0,0,3.711455475,0.00478791,human
muy contento por los #payahop por todo su esfuerzo para llegar al ecenario y a los que no les gusto que bajen de plaza italia,0,0,1,0,0,Sharon Mctier,SharonMctier,54,1,40,0,0,0,0,0.008,0,3.981204793,0.019669948,bot
Beatriz dej� en el testamento que todas sus tierras y el rancho pasen a Arturo Gallardo. #TierraDeReyes,0,2,1,0,0,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0.009708738,0,4.140589394,0.014288425,human
"@WadaLannistarth ya esta pedido, a la cola...",0,1,0,0,1,Beatriz â�?€ â˜ƒ,beparmurma,28817,854,556,216,12,http://t.co/iGJXK6V59r,0,0,0.022222222,3.929547262,0.019542343,human
"""Yo me doble muchas veces y no me part�"" att. Es tu Mayimbe.",0,0,0,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0,4.172905595,-0.053301338,bot
Q opinan ustedes????,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.521928095,0.073753844,bot
"RT @amcastillo: Si @AyudaMovistarCL deja todos los equipos desbloqueados para empresas nacionales, TIENEN que hacer lo mismo para uso inter�",1,0,0,0,2,Sarah Friedlander G.,sarahfriedland,18035,1620,591,361,72,http://t.co/laTO6ixXFe,0,0,0.014285714,4.461947656,-0.029534928,human
me parece que me voy a hacer un te y me voy a dormir,0,0,0,0,0,Mi Heron,MiHeron,61,6,43,0,0,0,0,0,0,3.553987962,-0.052201464,bot
"Lecciones te la vida, no las malgastes, aprende y sigue",0,1,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.934725396,0.001532481,human
@_mccutiekins alo mejor ya que salga de la escuela si no mas tarde nose no nos amos puesto de acuerdo todavila,0,0,0,0,1,Yuung.K,K_smaacks,7837,233,196,630,0,0,0,0,0.009090909,3.940869576,0.001625079,human
me aprieto un pez�n para saber que hay algo,0,0,0,0,0,Roxana Gunnoe,RoxanaGunnoe,45,2,39,0,0,0,0,0,0,3.876748697,-0.006803052,bot
Me voy a quedar sin bat y voy a morirr,0,0,0,0,0,Cara Brillon,CaraBrillon,45,5,37,0,0,0,0,0,0,3.667951197,0.076150636,bot
RT @turtlestudio: �Por qu� no fueron en helic�ptero a tirar el puto anillo? http://t.co/yD7Hf6VShw,2,0,0,0,1,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0.010204082,4.615797372,0.002069089,human
